1,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina1.2 -> Preparacao,2018/5/2 0:0,2018/5/2 0:7,
16,2,1 -> 2 -> 4,Maquina1.3 -> Preparacao,2018/5/2 0:47,2018/5/2 4:6,
7,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina2.2 -> Moldagem,2018/5/2 0:49,2018/5/2 4:15,
17,Vaso Simples,1 -> 2 -> 4,Maquina1.1 -> Preparacao,2018/5/2 0:54,2018/5/2 4:25,
8,Vaso Simples,1 -> 2 -> 4,Maquina2.3 -> Moldagem,2018/5/2 0:57,2018/5/2 4:45,
18,Vaso Simples,1 -> 2 -> 4,Maquina1.2 -> Preparacao,2018/5/2 0:59,2018/5/2 4:55,
4,2,1 -> 2 -> 4,Maquina2.3 -> Moldagem,2018/5/2 1:8,2018/5/2 5:9,
6,Jarra,1 -> 2 -> 4 -> 6,Maquina2.1 -> Moldagem,2018/5/2 1:17,2018/5/2 5:27,
19,Vaso Simples,1 -> 2 -> 4,Maquina1.2 -> Preparacao,2018/5/2 1:21,2018/5/2 5:37,
9,1,1 -> 2 -> 4,Maquina3.2 -> Corte,2018/5/2 1:27,2018/5/2 5:46,
10,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina2.1 -> Moldagem,2018/5/2 1:36,2018/5/2 5:59,
20,1,1 -> 2 -> 4 -> 5,Maquina1.3 -> Preparacao,2018/5/2 1:37,2018/5/2 6:8,
21,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina1.2 -> Preparacao,2018/5/2 1:40,2018/5/2 6:19,
22,Jarra,1 -> 2 -> 4 -> 6,Maquina1.1 -> Preparacao,2018/5/2 1:43,2018/5/2 6:26,
11,Tijolo,2 -> 4,Maquina2.1 -> Moldagem,2018/5/2 1:46,2018/5/2 6:43,
23,3,2 -> 4,Maquina2.2 -> Moldagem,2018/5/2 1:50,2018/5/2 6:56,
1,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina4.2 -> Cozedura,2018/5/2 1:58,2018/5/2 7:45,
12,1,1 -> 3 -> 4 -> 5 -> 6,Maquina3.1 -> Corte,2018/5/2 2:7,2018/5/2 7:54,
2,1,1 -> 3 -> 4 -> 5 -> 6,Maquina4.1 -> Cozedura,2018/5/2 2:16,2018/5/2 8:46,
24,Tijolo,2 -> 4,Maquina1.2 -> Preparacao,2018/5/2 2:18,2018/5/2 8:53,
13,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina2.1 -> Moldagem,2018/5/2 2:22,2018/5/2 9:8,
25,2,1 -> 3 -> 4 -> 5 -> 6,Maquina1.2 -> Preparacao,2018/5/2 2:22,2018/5/2 9:17,
26,3,1 -> 3 -> 4 -> 5 -> 6,Maquina2.1 -> Moldagem,2018/5/2 2:27,2018/5/2 9:29,
27,1,1 -> 3 -> 4 -> 5 -> 6,Maquina1.1 -> Preparacao,2018/5/2 2:38,2018/5/2 9:38,
3,Tijolo,2 -> 4,Maquina4.2 -> Cozedura,2018/5/2 2:39,2018/5/2 10:25,
14,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina2.2 -> Moldagem,2018/5/2 2:51,2018/5/2 10:38,
28,Tijolo,2 -> 4,Maquina1.2 -> Preparacao,2018/5/2 2:51,2018/5/2 10:48,
29,Tijolo,2 -> 4,Maquina1.1 -> Preparacao,2018/5/2 3:6,2018/5/2 10:54,
30,2,2 -> 4,Maquina1.3 -> Preparacao,2018/5/2 3:12,2018/5/2 11:2,
31,2,2 -> 4,Maquina1.3 -> Preparacao,2018/5/2 3:38,2018/5/2 11:7,
32,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina1.2 -> Preparacao,2018/5/2 3:46,2018/5/2 11:16,
33,1,1 -> 2 -> 4 -> 5,Maquina1.3 -> Preparacao,2018/5/2 3:49,2018/5/2 11:25,
34,1,1 -> 2 -> 4 -> 5,Maquina1.1 -> Preparacao,2018/5/2 3:50,2018/5/2 11:36,
35,1,1 -> 2 -> 4 -> 5,Maquina1.2 -> Preparacao,2018/5/2 3:55,2018/5/2 11:45,
15,Vaso Simples,1 -> 2 -> 4,Maquina2.1 -> Moldagem,2018/5/2 3:57,2018/5/2 12:0,
36,2,1 -> 2 -> 4,Maquina1.3 -> Preparacao,2018/5/2 3:58,2018/5/2 12:11,
16,2,1 -> 2 -> 4,Maquina2.3 -> Moldagem,2018/5/2 4:6,2018/5/2 12:28,
37,1,1 -> 2 -> 4,Maquina1.2 -> Preparacao,2018/5/2 4:7,2018/5/2 12:39,
38,Vaso Simples,1 -> 2 -> 4,Maquina1.3 -> Preparacao,2018/5/2 4:10,2018/5/2 12:48,
7,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina3.1 -> Corte,2018/5/2 4:15,2018/5/2 12:58,
39,Jarra,1 -> 2 -> 4 -> 6,Maquina1.2 -> Preparacao,2018/5/2 4:21,2018/5/2 13:6,
17,Vaso Simples,1 -> 2 -> 4,Maquina2.1 -> Moldagem,2018/5/2 4:25,2018/5/2 13:21,
40,2,1 -> 2 -> 4,Maquina1.2 -> Preparacao,2018/5/2 4:26,2018/5/2 13:31,
41,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina1.3 -> Preparacao,2018/5/2 4:26,2018/5/2 13:39,
42,1,1 -> 3 -> 4 -> 5 -> 6,Maquina1.2 -> Preparacao,2018/5/2 4:28,2018/5/2 13:48,
8,Vaso Simples,1 -> 2 -> 4,Maquina3.2 -> Corte,2018/5/2 4:45,2018/5/2 13:56,
43,Vaso Simples,1 -> 2 -> 4,Maquina1.2 -> Preparacao,2018/5/2 4:46,2018/5/2 14:4,
18,Vaso Simples,1 -> 2 -> 4,Maquina2.1 -> Moldagem,2018/5/2 4:55,2018/5/2 14:18,
44,2,1 -> 2 -> 4,Maquina1.3 -> Preparacao,2018/5/2 4:56,2018/5/2 14:27,
45,Jarra,1 -> 2 -> 4 -> 6,Maquina1.1 -> Preparacao,2018/5/2 5:0,2018/5/2 14:33,
4,2,1 -> 2 -> 4 -> 6,Maquina4.2 -> Cozedura,2018/5/2 5:9,2018/5/2 15:16,
46,2,1 -> 2 -> 4 -> 6,Maquina1.3 -> Preparacao,2018/5/2 5:10,2018/5/2 15:23,
47,2,1 -> 2 -> 4 -> 6,Maquina1.1 -> Preparacao,2018/5/2 5:20,2018/5/2 15:35,
48,Tijolo,2 -> 4,Maquina1.2 -> Preparacao,2018/5/2 5:21,2018/5/2 15:43,
6,Jarra,1 -> 2 -> 4 -> 6,Maquina3.1 -> Corte,2018/5/2 5:27,2018/5/2 15:53,
49,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina1.2 -> Preparacao,2018/5/2 5:27,2018/5/2 16:0,
50,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina1.1 -> Preparacao,2018/5/2 5:27,2018/5/2 16:10,
51,3,1 -> 2 -> 4 -> 5,Maquina2.2 -> Moldagem,2018/5/2 5:37,2018/5/2 16:25,
19,Vaso Simples,1 -> 2 -> 4,Maquina2.3 -> Moldagem,2018/5/2 5:37,2018/5/2 16:37,
52,3,1 -> 2 -> 4,Maquina2.2 -> Moldagem,2018/5/2 5:44,2018/5/2 16:52,
9,1,1 -> 2 -> 4,Maquina4.1 -> Cozedura,2018/5/2 5:46,2018/5/2 17:24,
53,3,1 -> 2 -> 4,Maquina2.1 -> Moldagem,2018/5/2 5:56,2018/5/2 17:39,
10,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina3.3 -> Corte,2018/5/2 5:59,2018/5/2 17:51,
54,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina1.1 -> Preparacao,2018/5/2 6:5,2018/5/2 17:58,
20,1,1 -> 3 -> 4 -> 5 -> 6,Maquina3.1 -> Corte,2018/5/2 6:8,2018/5/2 18:6,
55,3,1 -> 3 -> 4 -> 5 -> 6,Maquina2.2 -> Moldagem,2018/5/2 6:12,2018/5/2 18:20,
56,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina1.3 -> Preparacao,2018/5/2 6:17,2018/5/2 18:29,
21,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina2.1 -> Moldagem,2018/5/2 6:19,2018/5/2 18:43,
22,Jarra,1 -> 2 -> 4 -> 6,Maquina2.3 -> Moldagem,2018/5/2 6:26,2018/5/2 19:0,
57,Jarra,1 -> 2 -> 4 -> 6,Maquina1.3 -> Preparacao,2018/5/2 6:31,2018/5/2 19:8,
58,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina1.2 -> Preparacao,2018/5/2 6:36,2018/5/2 19:15,
59,Tijolo,2 -> 4,Maquina1.3 -> Preparacao,2018/5/2 6:38,2018/5/2 19:21,
11,Tijolo,2 -> 4,Maquina4.2 -> Cozedura,2018/5/2 6:43,2018/5/2 19:49,
60,1,2 -> 4,Maquina1.2 -> Preparacao,2018/5/2 6:55,2018/5/2 19:58,
23,3,2 -> 4,Maquina4.1 -> Cozedura,2018/5/2 6:56,2018/5/2 20:39,
61,1,2 -> 4,Maquina1.2 -> Preparacao,2018/5/2 7:1,2018/5/2 20:48,
62,Tijolo,2 -> 4,Maquina1.1 -> Preparacao,2018/5/2 7:8,2018/5/2 20:53,
63,3,2 -> 4,Maquina2.3 -> Moldagem,2018/5/2 7:13,2018/5/2 21:9,
64,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina1.2 -> Preparacao,2018/5/2 7:14,2018/5/2 21:17,
65,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina1.2 -> Preparacao,2018/5/2 7:25,2018/5/2 21:24,
66,Vaso Simples,1 -> 2 -> 4,Maquina1.1 -> Preparacao,2018/5/2 7:41,2018/5/2 21:33,
67,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina1.1 -> Preparacao,2018/5/2 7:41,2018/5/2 21:43,
12,1,1 -> 2 -> 4 -> 5,Maquina4.1 -> Cozedura,2018/5/2 7:54,2018/5/2 22:28,
68,3,1 -> 2 -> 4 -> 5,Maquina2.3 -> Moldagem,2018/5/2 7:56,2018/5/2 22:39,
69,Vaso Simples,1 -> 2 -> 4,Maquina1.2 -> Preparacao,2018/5/2 7:58,2018/5/2 22:44,
70,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina1.2 -> Preparacao,2018/5/2 8:0,2018/5/2 22:54,
71,2,1 -> 2 -> 4 -> 5,Maquina1.1 -> Preparacao,2018/5/2 8:7,2018/5/2 23:3,
72,3,1 -> 2 -> 4 -> 5,Maquina2.1 -> Moldagem,2018/5/2 8:9,2018/5/2 23:17,
73,Vaso Simples,1 -> 2 -> 4,Maquina1.2 -> Preparacao,2018/5/2 8:18,2018/5/2 23:26,
74,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina1.2 -> Preparacao,2018/5/2 8:35,2018/5/2 23:36,
2,1,1 -> 2 -> 4 -> 5,Maquina5.3 -> Pintura,2018/5/2 8:46,2018/5/2 23:47,
24,Tijolo,2 -> 4,Maquina2.3 -> Moldagem,2018/5/2 8:53,2018/5/3 0:1,
75,2,2 -> 4,Maquina1.1 -> Preparacao,2018/5/2 9:1,2018/5/3 0:6,
13,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina4.1 -> Cozedura,2018/5/2 9:8,2018/5/3 0:37,
76,Tijolo,2 -> 4,Maquina1.2 -> Preparacao,2018/5/2 9:9,2018/5/3 0:44,
25,2,2 -> 4,Maquina2.1 -> Moldagem,2018/5/2 9:17,2018/5/3 0:56,
26,3,2 -> 4,Maquina4.2 -> Cozedura,2018/5/2 9:29,2018/5/3 1:50,
27,1,2 -> 4,Maquina3.1 -> Corte,2018/5/2 9:38,2018/5/3 2:0,
77,2,2 -> 4,Maquina1.2 -> Preparacao,2018/5/2 9:55,2018/5/3 2:11,
78,Jarra,1 -> 2 -> 4 -> 6,Maquina1.1 -> Preparacao,2018/5/2 9:58,2018/5/3 2:20,
79,3,1 -> 2 -> 4 -> 6,Maquina2.1 -> Moldagem,2018/5/2 10:0,2018/5/3 2:37,
80,3,1 -> 2 -> 4 -> 6,Maquina2.2 -> Moldagem,2018/5/2 10:0,2018/5/3 2:52,
81,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina1.1 -> Preparacao,2018/5/2 10:1,2018/5/3 3:3,
82,Tijolo,2 -> 4,Maquina1.2 -> Preparacao,2018/5/2 10:4,2018/5/3 3:14,
83,Tijolo,2 -> 4,Maquina1.3 -> Preparacao,2018/5/2 10:20,2018/5/3 3:23,
3,Tijolo,2 -> 4,Maquina6.3 -> Envernizamento,2018/5/2 10:25,2018/5/3 3:29,
84,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina1.3 -> Preparacao,2018/5/2 10:32,2018/5/3 3:37,
14,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina4.2 -> Cozedura,2018/5/2 10:38,2018/5/3 4:28,
28,Tijolo,2 -> 4,Maquina2.3 -> Moldagem,2018/5/2 10:48,2018/5/3 4:41,
29,Tijolo,2 -> 4,Maquina2.1 -> Moldagem,2018/5/2 10:54,2018/5/3 4:53,
85,2,2 -> 4,Maquina1.3 -> Preparacao,2018/5/2 10:58,2018/5/3 5:4,
30,2,2 -> 4,Maquina2.3 -> Moldagem,2018/5/2 11:2,2018/5/3 5:17,
31,2,2 -> 4,Maquina2.3 -> Moldagem,2018/5/2 11:7,2018/5/3 5:34,
86,Tijolo,2 -> 4,Maquina1.3 -> Preparacao,2018/5/2 11:8,2018/5/3 5:42,
87,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina1.2 -> Preparacao,2018/5/2 11:15,2018/5/3 5:50,
32,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina2.1 -> Moldagem,2018/5/2 11:16,2018/5/3 6:2,
88,2,1 -> 2 -> 4 -> 5,Maquina1.2 -> Preparacao,2018/5/2 11:16,2018/5/3 6:9,
33,1,1 -> 2 -> 4 -> 5,Maquina3.2 -> Corte,2018/5/2 11:25,2018/5/3 6:18,
89,Vaso Simples,1 -> 2 -> 4,Maquina1.1 -> Preparacao,2018/5/2 11:26,2018/5/3 6:24,
90,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina1.3 -> Preparacao,2018/5/2 11:33,2018/5/3 6:35,
91,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina1.3 -> Preparacao,2018/5/2 11:34,2018/5/3 6:45,
92,Vaso Simples,1 -> 2 -> 4,Maquina1.3 -> Preparacao,2018/5/2 11:35,2018/5/3 6:54,
34,1,1 -> 2 -> 4,Maquina3.3 -> Corte,2018/5/2 11:36,2018/5/3 7:7,
93,1,1 -> 2 -> 4,Maquina1.2 -> Preparacao,2018/5/2 11:36,2018/5/3 7:17,
94,2,1 -> 2 -> 4,Maquina1.3 -> Preparacao,2018/5/2 11:44,2018/5/3 7:25,
35,1,1 -> 2 -> 4,Maquina3.2 -> Corte,2018/5/2 11:45,2018/5/3 7:34,
95,Jarra,1 -> 2 -> 4 -> 6,Maquina1.1 -> Preparacao,2018/5/2 11:47,2018/5/3 7:40,
15,Vaso Simples,1 -> 2 -> 4,Maquina3.1 -> Corte,2018/5/2 12:0,2018/5/3 7:49,
36,2,1 -> 2 -> 4,Maquina2.1 -> Moldagem,2018/5/2 12:11,2018/5/3 8:3,
96,Vaso Simples,1 -> 2 -> 4,Maquina1.3 -> Preparacao,2018/5/2 12:17,2018/5/3 8:13,
16,2,1 -> 2 -> 4,Maquina4.2 -> Cozedura,2018/5/2 12:28,2018/5/3 9:5,
97,Tijolo,2 -> 4,Maquina1.2 -> Preparacao,2018/5/2 12:32,2018/5/3 9:15,
98,Vaso Simples,1 -> 2 -> 4,Maquina1.3 -> Preparacao,2018/5/2 12:34,2018/5/3 9:23,
99,Jarra,1 -> 2 -> 4 -> 6,Maquina1.1 -> Preparacao,2018/5/2 12:34,2018/5/3 9:33,
100,Vaso Simples,1 -> 2 -> 4,Maquina1.1 -> Preparacao,2018/5/2 12:35,2018/5/3 9:43,
37,1,1 -> 2 -> 4,Maquina3.2 -> Corte,2018/5/2 12:39,2018/5/3 9:51,
101,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina1.2 -> Preparacao,2018/5/2 12:42,2018/5/3 10:1,
102,Vaso Simples,1 -> 2 -> 4,Maquina1.3 -> Preparacao,2018/5/2 12:43,2018/5/3 10:12,
38,Vaso Simples,1 -> 2 -> 4,Maquina2.2 -> Moldagem,2018/5/2 12:48,2018/5/3 10:23,
103,1,1 -> 2 -> 4,Maquina1.3 -> Preparacao,2018/5/2 12:51,2018/5/3 10:33,
104,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina1.1 -> Preparacao,2018/5/2 12:54,2018/5/3 10:41,
7,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina4.2 -> Cozedura,2018/5/2 12:58,2018/5/3 11:13,
105,Jarra,1 -> 2 -> 4 -> 6,Maquina1.1 -> Preparacao,2018/5/2 13:3,2018/5/3 11:22,
106,Tijolo,2 -> 4,Maquina1.3 -> Preparacao,2018/5/2 13:4,2018/5/3 11:28,
39,Jarra,1 -> 2 -> 4 -> 6,Maquina2.3 -> Moldagem,2018/5/2 13:6,2018/5/3 11:41,
107,Jarra,1 -> 2 -> 4 -> 6,Maquina1.2 -> Preparacao,2018/5/2 13:7,2018/5/3 11:53,
108,1,1 -> 2 -> 4 -> 6,Maquina1.3 -> Preparacao,2018/5/2 13:11,2018/5/3 12:0,
17,Vaso Simples,1 -> 2 -> 4,Maquina3.3 -> Corte,2018/5/2 13:21,2018/5/3 12:12,
109,1,1 -> 2 -> 4,Maquina1.3 -> Preparacao,2018/5/2 13:22,2018/5/3 12:20,
40,2,1 -> 2 -> 4,Maquina2.2 -> Moldagem,2018/5/2 13:31,2018/5/3 12:33,
41,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina2.3 -> Moldagem,2018/5/2 13:39,2018/5/3 12:48,
110,Tijolo,2 -> 4,Maquina1.3 -> Preparacao,2018/5/2 13:42,2018/5/3 12:57,
111,Tijolo,2 -> 4,Maquina1.2 -> Preparacao,2018/5/2 13:47,2018/5/3 13:5,
42,1,2 -> 4,Maquina3.1 -> Corte,2018/5/2 13:48,2018/5/3 13:16,
112,1,2 -> 4,Maquina1.1 -> Preparacao,2018/5/2 13:51,2018/5/3 13:26,
113,Tijolo,2 -> 4,Maquina1.3 -> Preparacao,2018/5/2 13:52,2018/5/3 13:33,
8,Vaso Simples,1 -> 2 -> 4,Maquina4.2 -> Cozedura,2018/5/2 13:56,2018/5/3 14:13,
43,Vaso Simples,1 -> 2 -> 4,Maquina2.2 -> Moldagem,2018/5/2 14:4,2018/5/3 14:25,
114,1,1 -> 2 -> 4,Maquina1.2 -> Preparacao,2018/5/2 14:8,2018/5/3 14:33,
18,Vaso Simples,1 -> 2 -> 4,Maquina3.1 -> Corte,2018/5/2 14:18,2018/5/3 14:43,
115,2,1 -> 2 -> 4,Maquina1.1 -> Preparacao,2018/5/2 14:26,2018/5/3 14:53,
44,2,1 -> 2 -> 4,Maquina2.3 -> Moldagem,2018/5/2 14:27,2018/5/3 15:6,
116,Vaso Simples,1 -> 2 -> 4,Maquina1.1 -> Preparacao,2018/5/2 14:30,2018/5/3 15:16,
117,1,1 -> 2 -> 4,Maquina1.3 -> Preparacao,2018/5/2 14:30,2018/5/3 15:24,
45,Jarra,1 -> 2 -> 4 -> 6,Maquina2.2 -> Moldagem,2018/5/2 14:33,2018/5/3 15:38,
118,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina1.3 -> Preparacao,2018/5/2 14:38,2018/5/3 15:48,
119,1,1 -> 3 -> 4 -> 5 -> 6,Maquina1.3 -> Preparacao,2018/5/2 14:44,2018/5/3 15:58,
120,Tijolo,2 -> 4,Maquina1.1 -> Preparacao,2018/5/2 14:46,2018/5/3 16:5,
121,Vaso Simples,1 -> 2 -> 4,Maquina1.2 -> Preparacao,2018/5/2 14:48,2018/5/3 16:12,
122,1,1 -> 2 -> 4,Maquina1.2 -> Preparacao,2018/5/2 14:54,2018/5/3 16:23,
123,3,1 -> 2 -> 4,Maquina2.2 -> Moldagem,2018/5/2 15:3,2018/5/3 16:39,
124,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina1.2 -> Preparacao,2018/5/2 15:4,2018/5/3 16:49,
4,2,1 -> 2 -> 4 -> 5,Maquina5.1 -> Pintura,2018/5/2 15:16,2018/5/3 17:1,
125,1,1 -> 2 -> 4 -> 5,Maquina1.3 -> Preparacao,2018/5/2 15:18,2018/5/3 17:12,
126,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina1.2 -> Preparacao,2018/5/2 15:20,2018/5/3 17:20,
127,2,1 -> 3 -> 4 -> 5 -> 6,Maquina1.2 -> Preparacao,2018/5/2 15:22,2018/5/3 17:28,
46,2,1 -> 3 -> 4 -> 5 -> 6,Maquina2.2 -> Moldagem,2018/5/2 15:23,2018/5/3 17:41,
47,2,1 -> 3 -> 4 -> 5 -> 6,Maquina2.2 -> Moldagem,2018/5/2 15:35,2018/5/3 17:55,
48,Tijolo,2 -> 4,Maquina2.1 -> Moldagem,2018/5/2 15:43,2018/5/3 18:14,
128,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina1.2 -> Preparacao,2018/5/2 15:49,2018/5/3 18:23,
6,Jarra,1 -> 2 -> 4 -> 6,Maquina4.2 -> Cozedura,2018/5/2 15:53,2018/5/3 19:3,
129,Jarra,1 -> 2 -> 4 -> 6,Maquina1.1 -> Preparacao,2018/5/2 15:56,2018/5/3 19:11,
130,3,1 -> 2 -> 4 -> 6,Maquina2.1 -> Moldagem,2018/5/2 15:57,2018/5/3 19:23,
131,Vaso Simples,1 -> 2 -> 4,Maquina1.1 -> Preparacao,2018/5/2 15:57,2018/5/3 19:33,
49,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina2.2 -> Moldagem,2018/5/2 16:0,2018/5/3 19:44,
50,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina2.3 -> Moldagem,2018/5/2 16:10,2018/5/3 19:55,
132,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina1.1 -> Preparacao,2018/5/2 16:14,2018/5/3 20:6,
133,3,1 -> 3 -> 4 -> 5 -> 6,Maquina2.3 -> Moldagem,2018/5/2 16:18,2018/5/3 20:22,
134,2,1 -> 3 -> 4 -> 5 -> 6,Maquina1.2 -> Preparacao,2018/5/2 16:19,2018/5/3 20:33,
51,3,1 -> 3 -> 4 -> 5 -> 6,Maquina4.2 -> Cozedura,2018/5/2 16:25,2018/5/3 21:23,
135,1,1 -> 3 -> 4 -> 5 -> 6,Maquina1.2 -> Preparacao,2018/5/2 16:26,2018/5/3 21:32,
136,2,1 -> 3 -> 4 -> 5 -> 6,Maquina1.3 -> Preparacao,2018/5/2 16:35,2018/5/3 21:42,
19,Vaso Simples,1 -> 2 -> 4,Maquina3.1 -> Corte,2018/5/2 16:37,2018/5/3 21:52,
137,Jarra,1 -> 2 -> 4 -> 6,Maquina1.3 -> Preparacao,2018/5/2 16:47,2018/5/3 22:2,
138,1,1 -> 2 -> 4 -> 6,Maquina1.1 -> Preparacao,2018/5/2 16:47,2018/5/3 22:8,
52,3,1 -> 2 -> 4 -> 6,Maquina4.1 -> Cozedura,2018/5/2 16:52,2018/5/3 22:37,
139,3,1 -> 2 -> 4 -> 6,Maquina2.3 -> Moldagem,2018/5/2 16:52,2018/5/3 22:50,
140,2,1 -> 2 -> 4 -> 6,Maquina1.2 -> Preparacao,2018/5/2 16:58,2018/5/3 22:59,
141,Tijolo,2 -> 4,Maquina1.2 -> Preparacao,2018/5/2 16:59,2018/5/3 23:10,
142,Tijolo,2 -> 4,Maquina1.2 -> Preparacao,2018/5/2 17:4,2018/5/3 23:18,
143,2,2 -> 4,Maquina1.1 -> Preparacao,2018/5/2 17:9,2018/5/3 23:26,
144,2,2 -> 4,Maquina1.3 -> Preparacao,2018/5/2 17:11,2018/5/3 23:36,
9,1,2 -> 4,Maquina5.1 -> Pintura,2018/5/2 17:24,2018/5/3 23:50,
145,Tijolo,2 -> 4,Maquina1.3 -> Preparacao,2018/5/2 17:32,2018/5/4 0:0,
53,3,2 -> 4,Maquina4.2 -> Cozedura,2018/5/2 17:39,2018/5/4 0:55,
146,Jarra,1 -> 2 -> 4 -> 6,Maquina1.2 -> Preparacao,2018/5/2 17:42,2018/5/4 1:5,
147,Jarra,1 -> 2 -> 4 -> 6,Maquina1.2 -> Preparacao,2018/5/2 17:46,2018/5/4 1:15,
148,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina1.3 -> Preparacao,2018/5/2 17:48,2018/5/4 1:23,
149,3,1 -> 3 -> 4 -> 5 -> 6,Maquina2.2 -> Moldagem,2018/5/2 17:50,2018/5/4 1:35,
10,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina4.1 -> Cozedura,2018/5/2 17:51,2018/5/4 2:12,
150,Jarra,1 -> 2 -> 4 -> 6,Maquina1.3 -> Preparacao,2018/5/2 17:58,2018/5/4 2:21,
